filename,label,persian_digit,font
1\1_000346.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000347.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000348.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000349.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000350.png,1,۱,IRANSans.ttf
1\1_000351.png,1,۱,IRANSans_Black.ttf
1\1_000352.png,1,۱,IRANSans_Bold.ttf
1\1_000353.png,1,۱,IRANSans_Light.ttf
1\1_000354.png,1,۱,IRANSans_Medium.ttf
1\1_000355.png,1,۱,IRANSans_UltraLight.ttf
1\1_000356.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000357.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000358.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000359.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000360.png,1,۱,arial.ttf
1\1_000361.png,1,۱,arialbd.ttf
1\1_000362.png,1,۱,BNazanin.ttf
1\1_000363.png,1,۱,BYekan.ttf
1\1_000364.png,1,۱,IRANSans(FaNum).ttf
1\1_000365.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000366.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000367.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000368.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000369.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000370.png,1,۱,IRANSans.ttf
1\1_000371.png,1,۱,IRANSans_Black.ttf
1\1_000372.png,1,۱,IRANSans_Bold.ttf
1\1_000373.png,1,۱,IRANSans_Light.ttf
1\1_000374.png,1,۱,IRANSans_Medium.ttf
1\1_000375.png,1,۱,IRANSans_UltraLight.ttf
1\1_000376.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000377.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000378.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000379.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000380.png,1,۱,arial.ttf
1\1_000381.png,1,۱,arialbd.ttf
1\1_000382.png,1,۱,BNazanin.ttf
1\1_000383.png,1,۱,BYekan.ttf
1\1_000384.png,1,۱,IRANSans(FaNum).ttf
1\1_000385.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000386.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000387.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000388.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000389.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000390.png,1,۱,IRANSans.ttf
1\1_000391.png,1,۱,IRANSans_Black.ttf
1\1_000392.png,1,۱,IRANSans_Bold.ttf
1\1_000393.png,1,۱,IRANSans_Light.ttf
1\1_000394.png,1,۱,IRANSans_Medium.ttf
1\1_000395.png,1,۱,IRANSans_UltraLight.ttf
1\1_000396.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000397.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000398.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000399.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000400.png,1,۱,arial.ttf
1\1_000401.png,1,۱,arialbd.ttf
1\1_000402.png,1,۱,BNazanin.ttf
1\1_000403.png,1,۱,BYekan.ttf
1\1_000404.png,1,۱,IRANSans(FaNum).ttf
1\1_000405.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000406.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000407.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000408.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000409.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000410.png,1,۱,IRANSans.ttf
1\1_000411.png,1,۱,IRANSans_Black.ttf
1\1_000412.png,1,۱,IRANSans_Bold.ttf
1\1_000413.png,1,۱,IRANSans_Light.ttf
1\1_000414.png,1,۱,IRANSans_Medium.ttf
1\1_000415.png,1,۱,IRANSans_UltraLight.ttf
1\1_000416.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000417.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000418.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000419.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000420.png,1,۱,arial.ttf
1\1_000421.png,1,۱,arialbd.ttf
1\1_000422.png,1,۱,BNazanin.ttf
1\1_000423.png,1,۱,BYekan.ttf
1\1_000424.png,1,۱,IRANSans(FaNum).ttf
1\1_000425.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000426.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000427.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000428.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000429.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000430.png,1,۱,IRANSans.ttf
1\1_000431.png,1,۱,IRANSans_Black.ttf
1\1_000432.png,1,۱,IRANSans_Bold.ttf
1\1_000433.png,1,۱,IRANSans_Light.ttf
1\1_000434.png,1,۱,IRANSans_Medium.ttf
1\1_000435.png,1,۱,IRANSans_UltraLight.ttf
1\1_000436.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000437.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000438.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000439.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000440.png,1,۱,arial.ttf
1\1_000441.png,1,۱,arialbd.ttf
1\1_000442.png,1,۱,BNazanin.ttf
1\1_000443.png,1,۱,BYekan.ttf
1\1_000444.png,1,۱,IRANSans(FaNum).ttf
1\1_000445.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000446.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000447.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000448.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000449.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000450.png,1,۱,IRANSans.ttf
1\1_000451.png,1,۱,IRANSans_Black.ttf
1\1_000452.png,1,۱,IRANSans_Bold.ttf
1\1_000453.png,1,۱,IRANSans_Light.ttf
1\1_000454.png,1,۱,IRANSans_Medium.ttf
1\1_000455.png,1,۱,IRANSans_UltraLight.ttf
1\1_000456.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000457.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000458.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000459.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000460.png,1,۱,arial.ttf
1\1_000461.png,1,۱,arialbd.ttf
1\1_000462.png,1,۱,BNazanin.ttf
1\1_000463.png,1,۱,BYekan.ttf
1\1_000464.png,1,۱,IRANSans(FaNum).ttf
1\1_000465.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000466.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000467.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000468.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000469.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000470.png,1,۱,IRANSans.ttf
1\1_000471.png,1,۱,IRANSans_Black.ttf
1\1_000472.png,1,۱,IRANSans_Bold.ttf
1\1_000473.png,1,۱,IRANSans_Light.ttf
1\1_000474.png,1,۱,IRANSans_Medium.ttf
1\1_000475.png,1,۱,IRANSans_UltraLight.ttf
1\1_000476.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000477.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000478.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000479.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000480.png,1,۱,arial.ttf
1\1_000481.png,1,۱,arialbd.ttf
1\1_000482.png,1,۱,BNazanin.ttf
1\1_000483.png,1,۱,BYekan.ttf
1\1_000484.png,1,۱,IRANSans(FaNum).ttf
1\1_000485.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000486.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000487.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000488.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000489.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000490.png,1,۱,IRANSans.ttf
1\1_000491.png,1,۱,IRANSans_Black.ttf
1\1_000492.png,1,۱,IRANSans_Bold.ttf
1\1_000493.png,1,۱,IRANSans_Light.ttf
1\1_000494.png,1,۱,IRANSans_Medium.ttf
1\1_000495.png,1,۱,IRANSans_UltraLight.ttf
1\1_000496.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000497.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000498.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000499.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000500.png,1,۱,arial.ttf
1\1_000501.png,1,۱,arialbd.ttf
1\1_000502.png,1,۱,BNazanin.ttf
1\1_000503.png,1,۱,BYekan.ttf
1\1_000504.png,1,۱,IRANSans(FaNum).ttf
1\1_000505.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000506.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000507.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000508.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000509.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000510.png,1,۱,IRANSans.ttf
1\1_000511.png,1,۱,IRANSans_Black.ttf
1\1_000512.png,1,۱,IRANSans_Bold.ttf
1\1_000513.png,1,۱,IRANSans_Light.ttf
1\1_000514.png,1,۱,IRANSans_Medium.ttf
1\1_000515.png,1,۱,IRANSans_UltraLight.ttf
1\1_000516.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000517.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000518.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000519.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000520.png,1,۱,arial.ttf
1\1_000521.png,1,۱,arialbd.ttf
1\1_000522.png,1,۱,BNazanin.ttf
1\1_000523.png,1,۱,BYekan.ttf
1\1_000524.png,1,۱,IRANSans(FaNum).ttf
1\1_000525.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000526.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000527.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000528.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000529.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000530.png,1,۱,IRANSans.ttf
1\1_000531.png,1,۱,IRANSans_Black.ttf
1\1_000532.png,1,۱,IRANSans_Bold.ttf
1\1_000533.png,1,۱,IRANSans_Light.ttf
1\1_000534.png,1,۱,IRANSans_Medium.ttf
1\1_000535.png,1,۱,IRANSans_UltraLight.ttf
1\1_000536.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000537.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000538.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000539.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000540.png,1,۱,arial.ttf
1\1_000541.png,1,۱,arialbd.ttf
1\1_000542.png,1,۱,BNazanin.ttf
1\1_000543.png,1,۱,BYekan.ttf
1\1_000544.png,1,۱,IRANSans(FaNum).ttf
1\1_000545.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000546.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000547.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000548.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000549.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000550.png,1,۱,IRANSans.ttf
1\1_000551.png,1,۱,IRANSans_Black.ttf
1\1_000552.png,1,۱,IRANSans_Bold.ttf
1\1_000553.png,1,۱,IRANSans_Light.ttf
1\1_000554.png,1,۱,IRANSans_Medium.ttf
1\1_000555.png,1,۱,IRANSans_UltraLight.ttf
1\1_000556.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000557.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000558.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000559.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000560.png,1,۱,arial.ttf
1\1_000561.png,1,۱,arialbd.ttf
1\1_000562.png,1,۱,BNazanin.ttf
1\1_000563.png,1,۱,BYekan.ttf
1\1_000564.png,1,۱,IRANSans(FaNum).ttf
1\1_000565.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000566.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000567.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000568.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000569.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000570.png,1,۱,IRANSans.ttf
1\1_000571.png,1,۱,IRANSans_Black.ttf
1\1_000572.png,1,۱,IRANSans_Bold.ttf
1\1_000573.png,1,۱,IRANSans_Light.ttf
1\1_000574.png,1,۱,IRANSans_Medium.ttf
1\1_000575.png,1,۱,IRANSans_UltraLight.ttf
1\1_000576.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000577.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000578.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000579.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000580.png,1,۱,arial.ttf
1\1_000581.png,1,۱,arialbd.ttf
1\1_000582.png,1,۱,BNazanin.ttf
1\1_000583.png,1,۱,BYekan.ttf
1\1_000584.png,1,۱,IRANSans(FaNum).ttf
1\1_000585.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000586.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000587.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000588.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000589.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000590.png,1,۱,IRANSans.ttf
1\1_000591.png,1,۱,IRANSans_Black.ttf
1\1_000592.png,1,۱,IRANSans_Bold.ttf
1\1_000593.png,1,۱,IRANSans_Light.ttf
1\1_000594.png,1,۱,IRANSans_Medium.ttf
1\1_000595.png,1,۱,IRANSans_UltraLight.ttf
1\1_000596.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000597.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000598.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000599.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000600.png,1,۱,arial.ttf
1\1_000601.png,1,۱,arialbd.ttf
1\1_000602.png,1,۱,BNazanin.ttf
1\1_000603.png,1,۱,BYekan.ttf
1\1_000604.png,1,۱,IRANSans(FaNum).ttf
1\1_000605.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000606.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000607.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000608.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000609.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000610.png,1,۱,IRANSans.ttf
1\1_000611.png,1,۱,IRANSans_Black.ttf
1\1_000612.png,1,۱,IRANSans_Bold.ttf
1\1_000613.png,1,۱,IRANSans_Light.ttf
1\1_000614.png,1,۱,IRANSans_Medium.ttf
1\1_000615.png,1,۱,IRANSans_UltraLight.ttf
1\1_000616.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000617.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000618.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000619.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000620.png,1,۱,arial.ttf
1\1_000621.png,1,۱,arialbd.ttf
1\1_000622.png,1,۱,BNazanin.ttf
1\1_000623.png,1,۱,BYekan.ttf
1\1_000624.png,1,۱,IRANSans(FaNum).ttf
1\1_000625.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000626.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000627.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000628.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000629.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000630.png,1,۱,IRANSans.ttf
1\1_000631.png,1,۱,IRANSans_Black.ttf
1\1_000632.png,1,۱,IRANSans_Bold.ttf
1\1_000633.png,1,۱,IRANSans_Light.ttf
1\1_000634.png,1,۱,IRANSans_Medium.ttf
1\1_000635.png,1,۱,IRANSans_UltraLight.ttf
1\1_000636.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000637.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000638.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000639.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000640.png,1,۱,arial.ttf
1\1_000641.png,1,۱,arialbd.ttf
1\1_000642.png,1,۱,BNazanin.ttf
1\1_000643.png,1,۱,BYekan.ttf
1\1_000644.png,1,۱,IRANSans(FaNum).ttf
1\1_000645.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000646.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000647.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000648.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000649.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000650.png,1,۱,IRANSans.ttf
1\1_000651.png,1,۱,IRANSans_Black.ttf
1\1_000652.png,1,۱,IRANSans_Bold.ttf
1\1_000653.png,1,۱,IRANSans_Light.ttf
1\1_000654.png,1,۱,IRANSans_Medium.ttf
1\1_000655.png,1,۱,IRANSans_UltraLight.ttf
1\1_000656.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000657.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000658.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000659.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000660.png,1,۱,arial.ttf
1\1_000661.png,1,۱,arialbd.ttf
1\1_000662.png,1,۱,BNazanin.ttf
1\1_000663.png,1,۱,BYekan.ttf
1\1_000664.png,1,۱,IRANSans(FaNum).ttf
1\1_000665.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000666.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000667.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000668.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000669.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000670.png,1,۱,IRANSans.ttf
1\1_000671.png,1,۱,IRANSans_Black.ttf
1\1_000672.png,1,۱,IRANSans_Bold.ttf
1\1_000673.png,1,۱,IRANSans_Light.ttf
1\1_000674.png,1,۱,IRANSans_Medium.ttf
1\1_000675.png,1,۱,IRANSans_UltraLight.ttf
1\1_000676.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000677.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000678.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000679.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000680.png,1,۱,arial.ttf
1\1_000681.png,1,۱,arialbd.ttf
1\1_000682.png,1,۱,BNazanin.ttf
1\1_000683.png,1,۱,BYekan.ttf
1\1_000684.png,1,۱,IRANSans(FaNum).ttf
1\1_000685.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000686.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000687.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000688.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000689.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000690.png,1,۱,IRANSans.ttf
1\1_000691.png,1,۱,IRANSans_Black.ttf
1\1_000692.png,1,۱,IRANSans_Bold.ttf
1\1_000693.png,1,۱,IRANSans_Light.ttf
1\1_000694.png,1,۱,IRANSans_Medium.ttf
1\1_000695.png,1,۱,IRANSans_UltraLight.ttf
1\1_000696.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000697.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000698.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000699.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000700.png,1,۱,arial.ttf
1\1_000701.png,1,۱,arialbd.ttf
1\1_000702.png,1,۱,BNazanin.ttf
1\1_000703.png,1,۱,BYekan.ttf
1\1_000704.png,1,۱,IRANSans(FaNum).ttf
1\1_000705.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000706.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000707.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000708.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000709.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000710.png,1,۱,IRANSans.ttf
1\1_000711.png,1,۱,IRANSans_Black.ttf
1\1_000712.png,1,۱,IRANSans_Bold.ttf
1\1_000713.png,1,۱,IRANSans_Light.ttf
1\1_000714.png,1,۱,IRANSans_Medium.ttf
1\1_000715.png,1,۱,IRANSans_UltraLight.ttf
1\1_000716.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000717.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000718.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000719.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000720.png,1,۱,arial.ttf
1\1_000721.png,1,۱,arialbd.ttf
1\1_000722.png,1,۱,BNazanin.ttf
1\1_000723.png,1,۱,BYekan.ttf
1\1_000724.png,1,۱,IRANSans(FaNum).ttf
1\1_000725.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000726.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000727.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000728.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000729.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000730.png,1,۱,IRANSans.ttf
1\1_000731.png,1,۱,IRANSans_Black.ttf
1\1_000732.png,1,۱,IRANSans_Bold.ttf
1\1_000733.png,1,۱,IRANSans_Light.ttf
1\1_000734.png,1,۱,IRANSans_Medium.ttf
1\1_000735.png,1,۱,IRANSans_UltraLight.ttf
1\1_000736.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000737.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000738.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000739.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000740.png,1,۱,arial.ttf
1\1_000741.png,1,۱,arialbd.ttf
1\1_000742.png,1,۱,BNazanin.ttf
1\1_000743.png,1,۱,BYekan.ttf
1\1_000744.png,1,۱,IRANSans(FaNum).ttf
1\1_000745.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000746.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000747.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000748.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000749.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000750.png,1,۱,IRANSans.ttf
1\1_000751.png,1,۱,IRANSans_Black.ttf
1\1_000752.png,1,۱,IRANSans_Bold.ttf
1\1_000753.png,1,۱,IRANSans_Light.ttf
1\1_000754.png,1,۱,IRANSans_Medium.ttf
1\1_000755.png,1,۱,IRANSans_UltraLight.ttf
1\1_000756.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000757.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000758.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000759.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000760.png,1,۱,arial.ttf
1\1_000761.png,1,۱,arialbd.ttf
1\1_000762.png,1,۱,BNazanin.ttf
1\1_000763.png,1,۱,BYekan.ttf
1\1_000764.png,1,۱,IRANSans(FaNum).ttf
1\1_000765.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000766.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000767.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000768.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000769.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000770.png,1,۱,IRANSans.ttf
1\1_000771.png,1,۱,IRANSans_Black.ttf
1\1_000772.png,1,۱,IRANSans_Bold.ttf
1\1_000773.png,1,۱,IRANSans_Light.ttf
1\1_000774.png,1,۱,IRANSans_Medium.ttf
1\1_000775.png,1,۱,IRANSans_UltraLight.ttf
1\1_000776.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000777.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000778.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000779.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000780.png,1,۱,arial.ttf
1\1_000781.png,1,۱,arialbd.ttf
1\1_000782.png,1,۱,BNazanin.ttf
1\1_000783.png,1,۱,BYekan.ttf
1\1_000784.png,1,۱,IRANSans(FaNum).ttf
1\1_000785.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000786.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000787.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000788.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000789.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000790.png,1,۱,IRANSans.ttf
1\1_000791.png,1,۱,IRANSans_Black.ttf
1\1_000792.png,1,۱,IRANSans_Bold.ttf
1\1_000793.png,1,۱,IRANSans_Light.ttf
1\1_000794.png,1,۱,IRANSans_Medium.ttf
1\1_000795.png,1,۱,IRANSans_UltraLight.ttf
1\1_000796.png,1,۱,IRANSansMobile(FaNum).ttf
1\1_000797.png,1,۱,IRANSansMobile(FaNum)_Black.ttf
1\1_000798.png,1,۱,IRANSansMobile(FaNum)_Bold.ttf
1\1_000799.png,1,۱,IRANSansMobile(FaNum)_Light.ttf
1\1_000800.png,1,۱,arial.ttf
1\1_000801.png,1,۱,arialbd.ttf
1\1_000802.png,1,۱,BNazanin.ttf
1\1_000803.png,1,۱,BYekan.ttf
1\1_000804.png,1,۱,IRANSans(FaNum).ttf
1\1_000805.png,1,۱,IRANSans(FaNum)_Black.ttf
1\1_000806.png,1,۱,IRANSans(FaNum)_Bold.ttf
1\1_000807.png,1,۱,IRANSans(FaNum)_Light.ttf
1\1_000808.png,1,۱,IRANSans(FaNum)_Medium.ttf
1\1_000809.png,1,۱,IRANSans(FaNum)_UltraLight.ttf
1\1_000810.png,1,۱,IRANSans.ttf
1\1_000811.png,1,۱,IRANSans_Black.ttf
1\1_000812.png,1,۱,IRANSans_Bold.ttf
1\1_000813.png,1,۱,IRANSans_Light.ttf
1\1_000814.png,1,۱,IRANSans_Medium.ttf
1\1_000815.png,1,۱,IRANSans_UltraLight.ttf
